# convention: world_T_cam, Isaac camera frame
frame_index,image,tx,ty,tz,qx,qy,qz,qw
0,images/rgb_000000.png,-1.0043104887008667,3.154740571975708,0.800000011920929,-0.09532719626234279,0.5655993758741856,0.8077596212693025,-0.1361413453303793
1,images/rgb_000001.png,0.4411982595920563,-2.7453486919403076,0.800000011920929,0.13862735663817308,0.556571993840887,0.7948671836123473,0.19798038306273505
2,images/rgb_000002.png,-2.168113946914673,-0.7214232683181763,0.800000011920929,0.4658816933167484,-0.33458059741836016,-0.477830613297617,0.6653480116879553
3,images/rgb_000003.png,-1.2022169828414917,-0.8044497966766357,0.800000011920929,0.36561313418071606,-0.4419467891625204,-0.6311654260285311,0.5221496688189269
4,images/rgb_000004.png,0.11101749539375305,-3.344466209411621,0.800000011920929,0.2886670403812506,0.4956422783964631,0.707850531949029,0.41225925833262855
5,images/rgb_000005.png,2.3802499771118164,-0.4127365052700043,0.800000011920929,-0.1915617314663749,0.5406422397243043,0.7721171370228576,-0.27357850496177155
6,images/rgb_000006.png,-0.5753301978111267,-1.8887864351272583,0.800000011920929,-0.3497919075427903,0.4545718312369164,0.6491958547021152,-0.49955461553175806
7,images/rgb_000007.png,-1.703490138053894,-4.0456953048706055,0.800000011920929,0.4146741963593138,0.3962767205000375,0.5659418085004306,0.5922161269779422
8,images/rgb_000008.png,-0.16919447481632233,4.777580261230469,0.800000011920929,0.5445003579522117,0.18030332366992255,0.2574998323081782,0.7776271008798191
9,images/rgb_000009.png,4.521162033081055,-3.415260076522827,0.800000011920929,-0.1933080902755418,0.5400202871842229,0.7712288967424523,-0.27607256381413975
10,images/rgb_000010.png,4.144922256469727,-0.43882447481155396,0.800000011920929,-0.31885737127136826,0.4767807726014342,0.6809135100437035,-0.4553755192162351
11,images/rgb_000011.png,-2.692204475402832,4.1978678703308105,0.800000011920929,0.4466609240695647,-0.3598387795191481,-0.5139030357187866,0.63789790839954
12,images/rgb_000012.png,1.3980023860931396,-4.049094200134277,0.800000011920929,0.04083378764866841,0.572121079949665,0.8170735799452602,0.05831669243817651
13,images/rgb_000013.png,1.100572943687439,0.6351192593574524,0.800000011920929,0.5665753242841378,-0.08934388758517019,-0.12759629496935226,0.8091534200456588
14,images/rgb_000014.png,0.9587408900260925,-1.3213509321212769,0.800000011920929,0.573253098910732,-0.01925650346636607,-0.02750113704231327,0.8186902705681021
15,images/rgb_000015.png,-0.7399274706840515,1.8545457124710083,0.800000011920929,-0.2700683226956336,0.5060168272032806,0.7226669231483341,-0.3856975367419553
16,images/rgb_000016.png,0.47022271156311035,-3.610755443572998,0.800000011920929,-0.2560254014884847,0.5132649628887286,0.7330183336801029,-0.36564216681112904
17,images/rgb_000017.png,4.4722466468811035,4.018486976623535,0.800000011920929,0.02714820420140614,0.5729335941844799,0.8182339705301606,0.03877165371686602
18,images/rgb_000018.png,0.3796274662017822,1.4548611640930176,0.800000011920929,0.4726289672188172,-0.324979672721513,-0.4641190718289336,0.6749841174621382
19,images/rgb_000019.png,-3.2311363220214844,3.841097831726074,0.800000011920929,0.47759141227098434,0.31764189154063777,0.4536396342615569,0.6820712234719577
20,images/rgb_000020.png,1.7489137649536133,2.456087589263916,0.800000011920929,-0.008716723240808475,0.573510197880082,0.8190574459487148,-0.012448770921683347
21,images/rgb_000021.png,2.863466501235962,3.7396228313446045,0.800000011920929,0.33894989587439367,0.46271254189101596,0.6608219943962317,0.48407061817846275
22,images/rgb_000022.png,-1.8664573431015015,1.3571953773498535,0.800000011920929,-0.1267880830968425,0.55938779958195,0.7988885709688194,-0.18107214815340925
23,images/rgb_000023.png,0.21390816569328308,1.85752272605896,0.800000011920929,0.5041690467107779,-0.273502286416865,-0.39060174518565666,0.7200280191210698
24,images/rgb_000024.png,-4.213352680206299,-1.5776335000991821,0.800000011920929,0.5669314184034813,0.0870557014992381,0.12432842657167346,0.8096619751524116
25,images/rgb_000025.png,2.659566879272461,5.0,0.800000011920929,0.006615073943128543,0.5735382891605708,0.8190975644549517,0.009447304666330673
26,images/rgb_000026.png,0.20905433595180511,-2.8559110164642334,0.800000011920929,0.5584240871499748,-0.13096742811563825,-0.1870408714114899,0.7975122469800215
27,images/rgb_000027.png,-0.06824145466089249,0.32258278131484985,0.800000011920929,0.4586271126905481,-0.34445768947962063,-0.49193656263731456,0.6549873968268978
28,images/rgb_000028.png,0.1484832465648651,0.0002846415445674211,0.800000011920929,-0.21133899205295037,0.5332220539086419,0.7615200134405632,-0.30182336024730866
29,images/rgb_000029.png,2.8831446170806885,4.392841815948486,0.800000011920929,0.07091723758958314,0.5691754331918852,0.8128667603995706,0.10128031150722006
30,images/rgb_000030.png,-4.331017017364502,-3.1216681003570557,0.800000011920929,0.08742151508414328,0.5668751247293363,0.8095815794538891,0.12485086251379486
31,images/rgb_000031.png,4.089878082275391,2.8035736083984375,0.800000011920929,0.545913466461508,0.17597845172772594,0.25132327506451524,0.7796452289806809
32,images/rgb_000032.png,-2.4322314262390137,0.18667463958263397,0.800000011920929,0.5733900865348482,-0.01461974692212125,-0.02087916242590157,0.818885909170432
33,images/rgb_000033.png,0.9205458760261536,-1.1670738458633423,0.800000011920929,0.5218975607140808,0.2379345802047278,0.3398057964544038,0.7453469610573861
34,images/rgb_000034.png,-0.2121569812297821,4.5821661949157715,0.800000011920929,-0.13500569054565156,0.5574615608782363,0.796137617003601,-0.19280810785161506
35,images/rgb_000035.png,-3.142477512359619,4.146007537841797,0.800000011920929,0.38427028226741045,-0.42582423428291655,-0.6081400314136345,0.5487948376704321
36,images/rgb_000036.png,-2.9817628860473633,2.908578634262085,0.800000011920929,0.5366597308563976,-0.20245063994378099,-0.2891294778993763,0.7664295249213239
37,images/rgb_000037.png,1.2129724025726318,4.550412178039551,0.800000011920929,0.11366410769462386,0.5622013864786287,0.8029067894871069,0.16232916884219803
38,images/rgb_000038.png,-3.757328987121582,-1.9706965684890747,0.800000011920929,0.566064876482367,0.09252288338303245,0.13213637148151097,0.8084244250350137
39,images/rgb_000039.png,-2.7235848903656006,-1.6026794910430908,0.800000011920929,0.42403848431088376,-0.3862399411762537,-0.5516078021150582,0.6055897161505363
40,images/rgb_000040.png,-2.668394088745117,-0.6294110417366028,0.800000011920929,0.41297838078271554,0.3980436977802739,0.5684653135811588,0.5897942513424211
41,images/rgb_000041.png,-4.291138172149658,-1.8450993299484253,0.800000011920929,0.23977580171385246,0.5210542133492317,0.7441425361992862,0.34243533328263087
42,images/rgb_000042.png,0.54422926902771,-2.8103811740875244,0.800000011920929,0.5524344357630484,-0.15429232812965735,-0.22035228087397035,0.7889581382907025
43,images/rgb_000043.png,4.987913608551025,4.33164644241333,0.800000011920929,0.3705096301506762,0.43784990841853194,0.6253144739601438,0.5291425897784461
44,images/rgb_000044.png,-4.482946872711182,4.598106861114502,0.800000011920929,0.10716864883734796,0.5634756507985813,0.8047266275357098,0.15305269222230408
45,images/rgb_000045.png,2.00539231300354,2.116056203842163,0.800000011920929,0.19278747615199016,0.5402063655451067,0.7714946441826461,0.27532904979130773
46,images/rgb_000046.png,-0.9225995540618896,3.469639539718628,0.800000011920929,-0.12015309191255902,0.5608503925650402,0.8009773702222948,-0.17159639871882332
47,images/rgb_000047.png,-3.3278937339782715,3.1401450634002686,0.800000011920929,0.5181051287077305,0.24608332723541745,0.35144341328372897,0.7399308068468121
48,images/rgb_000048.png,4.155385971069336,-2.7153546810150146,0.800000011920929,0.5615163174382122,0.11700151104638158,0.16709547478670544,0.8019284095025552
49,images/rgb_000049.png,3.4129066467285156,1.8678361177444458,0.800000011920929,0.573357557248639,-0.015844238144549026,-0.022627917124485013,0.8188394525351718
50,images/rgb_000050.png,2.2368786334991455,-4.016297340393066,0.800000011920929,0.4172599693784727,-0.39355310479118777,-0.5620520821547055,0.5959089935611417
51,images/rgb_000051.png,3.1894371509552,-4.246115207672119,0.800000011920929,0.251036533976898,0.5157233628074002,0.7365292926237289,0.35851732561855604
52,images/rgb_000052.png,3.3752152919769287,-4.695975303649902,0.800000011920929,0.5607598856752781,0.12057478573050277,0.17219863990437514,0.8008481129880844
53,images/rgb_000053.png,1.6921030282974243,4.412716388702393,0.800000011920929,0.4222005615877225,0.3882481347431297,0.5544757997547446,0.6029648904769072
54,images/rgb_000054.png,-3.028484344482422,3.888890266418457,0.800000011920929,-0.31690591003216334,0.47808009007193963,0.6827691276993313,-0.45258854373723
55,images/rgb_000055.png,3.602299928665161,-3.03779673576355,0.800000011920929,-0.18772610450257546,0.541986012757521,0.7740362438017598,-0.26810066195881505
56,images/rgb_000056.png,1.6691405773162842,1.6203685998916626,0.800000011920929,0.5553867891274452,-0.14330192880493373,-0.20465636398506643,0.7931745358632643
57,images/rgb_000057.png,0.5926855206489563,3.388944149017334,0.800000011920929,-0.11240247885958787,0.5624549858279572,0.8032689668923613,-0.16052737613619317
58,images/rgb_000058.png,0.007827420718967915,3.8610315322875977,0.800000011920929,0.2966707463401144,0.49089346767145625,0.701068527377715,0.42368973504432983
59,images/rgb_000059.png,-3.8556113243103027,2.598994493484497,0.800000011920929,0.3522230045222395,0.45269071497197066,0.6465093422578827,0.5030265818371552
